2021-10-02 10:19:25,215 Deposit information (Futures)
2021-10-02 10:19:25,278 Portfolio information (Futures) (No item found)
2021-10-02 10:19:29,129 F 202112 trading information begins to be monitored
2021-10-02 10:19:29,130 Go Charting F 202112
2021-10-02 10:19:30,235 test1 button clicked
2021-10-02 10:19:30,236 090000
2021-10-02 10:19:30,746 090000
2021-10-02 10:19:31,249 090000
2021-10-02 10:19:31,751 090000
2021-10-02 10:19:32,265 090000
2021-10-02 10:19:32,774 090000
2021-10-02 10:19:33,277 090000
2021-10-02 10:19:33,782 090000
2021-10-02 10:19:34,294 090000
2021-10-02 10:19:34,804 090000
2021-10-02 10:19:35,307 090000
2021-10-02 10:19:35,813 090000
2021-10-02 10:19:36,323 090000
2021-10-02 10:19:36,832 090000
2021-10-02 10:19:37,341 090000
2021-10-02 10:19:37,846 090000
2021-10-02 10:19:38,350 090000
2021-10-02 10:19:38,858 090001
2021-10-02 10:19:39,377 090001
2021-10-02 10:19:39,887 090001
2021-10-02 10:19:40,393 090001
2021-10-02 10:19:40,897 090001
2021-10-02 10:19:41,402 090001
2021-10-02 10:19:41,908 090001
2021-10-02 10:19:42,414 090001
2021-10-02 10:19:42,922 090001
2021-10-02 10:19:43,428 090001
2021-10-02 10:19:43,934 090001
2021-10-02 10:19:44,451 090001
2021-10-02 10:19:44,958 090001
2021-10-02 10:19:45,468 090001
2021-10-02 10:19:45,977 090001
2021-10-02 10:19:46,487 090001
2021-10-02 10:19:46,994 090001
2021-10-02 10:19:47,497 090001
2021-10-02 10:19:48,008 090001
2021-10-02 10:19:48,516 090001
2021-10-02 10:19:49,028 090001
2021-10-02 10:19:49,541 090001
2021-10-02 10:19:50,050 090001
2021-10-02 10:19:50,562 090001
2021-10-02 10:19:51,077 090001
2021-10-02 10:19:51,593 090001
2021-10-02 10:19:52,101 090001
2021-10-02 10:19:52,609 090001
2021-10-02 10:19:53,118 090001
2021-10-02 10:19:53,628 090001
2021-10-02 10:19:54,143 090001
2021-10-02 10:19:54,653 090001
2021-10-02 10:19:55,159 090001
2021-10-02 10:19:55,669 090001
2021-10-02 10:19:56,177 090001
2021-10-02 10:19:56,688 090001
2021-10-02 10:19:57,198 090001
2021-10-02 10:19:57,706 090001
2021-10-02 10:19:58,223 090001
2021-10-02 10:19:58,732 090001
2021-10-02 10:19:59,236 090002
2021-10-02 10:19:59,744 090002
2021-10-02 10:20:00,252 090002
2021-10-02 10:20:00,764 090002
2021-10-02 10:20:01,270 090002
2021-10-02 10:20:01,783 090002
2021-10-02 10:20:02,300 090002
2021-10-02 10:20:02,808 090002
2021-10-02 10:20:03,318 090002
2021-10-02 10:20:03,827 090002
2021-10-02 10:20:04,335 090002
2021-10-02 10:20:04,843 090002
2021-10-02 10:20:05,356 090002
2021-10-02 10:20:05,868 090002
2021-10-02 10:20:06,376 090002
2021-10-02 10:20:06,885 090002
2021-10-02 10:20:07,393 090002
2021-10-02 10:20:08,020 090002
2021-10-02 10:20:08,540 090002
2021-10-02 10:20:09,049 090002
2021-10-02 10:20:09,569 090002
2021-10-02 10:20:10,082 090002
2021-10-02 10:20:10,590 090002
2021-10-02 10:20:11,098 090002
2021-10-02 10:20:11,606 090002
2021-10-02 10:20:12,111 090002
2021-10-02 10:20:12,619 090002
2021-10-02 10:20:13,137 090003
2021-10-02 10:20:13,644 090003
2021-10-02 10:20:14,152 090003
2021-10-02 10:20:14,662 090003
2021-10-02 10:20:15,174 090003
2021-10-02 10:20:15,688 090003
2021-10-02 10:20:16,202 090003
2021-10-02 10:20:16,716 090003
2021-10-02 10:20:17,227 090003
2021-10-02 10:20:17,733 090003
2021-10-02 10:20:18,247 090003
2021-10-02 10:20:18,758 090003
2021-10-02 10:20:19,267 090003
2021-10-02 10:20:19,777 090003
2021-10-02 10:20:20,294 090003
2021-10-02 10:20:20,804 090003
2021-10-02 10:20:21,310 090003
2021-10-02 10:20:21,822 090003
2021-10-02 10:20:22,334 090003
2021-10-02 10:20:22,837 090003
2021-10-02 10:20:23,345 090003
2021-10-02 10:20:23,852 090003
2021-10-02 10:20:24,359 090003
2021-10-02 10:20:24,874 090003
2021-10-02 10:20:25,385 090003
2021-10-02 10:20:25,897 090003
2021-10-02 10:20:26,406 090003
2021-10-02 10:20:26,919 090003
2021-10-02 10:20:27,429 090004
2021-10-02 10:20:27,937 090004
2021-10-02 10:20:28,444 090004
2021-10-02 10:20:28,950 090004
2021-10-02 10:20:29,465 090004
2021-10-02 10:20:29,976 090004
2021-10-02 10:20:30,483 090004
2021-10-02 10:20:30,996 090004
2021-10-02 10:20:31,509 090004
2021-10-02 10:20:32,024 090004
2021-10-02 10:20:32,539 090004
2021-10-02 10:20:33,047 090004
2021-10-02 10:20:33,552 090004
2021-10-02 10:20:34,056 090004
2021-10-02 10:20:34,567 090004
2021-10-02 10:20:35,079 090004
2021-10-02 10:20:35,593 090004
2021-10-02 10:20:36,102 090004
2021-10-02 10:20:36,617 090005
2021-10-02 10:20:37,130 090005
2021-10-02 10:20:37,645 090005
2021-10-02 10:20:38,152 090005
2021-10-02 10:20:38,664 090005
2021-10-02 10:20:39,173 090005
2021-10-02 10:20:39,677 090005
2021-10-02 10:20:40,194 090005
2021-10-02 10:20:40,707 090005
2021-10-02 10:20:41,222 090005
2021-10-02 10:20:41,734 090005
2021-10-02 10:20:42,247 090005
2021-10-02 10:20:42,759 090005
2021-10-02 10:20:43,269 090005
2021-10-02 10:20:43,780 090005
2021-10-02 10:20:44,289 090005
2021-10-02 10:20:44,798 090005
2021-10-02 10:20:45,302 090005
2021-10-02 10:20:45,812 090005
2021-10-02 10:20:46,322 090005
2021-10-02 10:20:46,828 090006
2021-10-02 10:20:47,331 090006
2021-10-02 10:20:47,840 090006
2021-10-02 10:20:48,355 090006
2021-10-02 10:20:48,864 090006
2021-10-02 10:20:49,371 090006
2021-10-02 10:20:49,888 090006
2021-10-02 10:20:50,395 090006
2021-10-02 10:20:50,905 090006
2021-10-02 10:20:51,416 090006
2021-10-02 10:20:51,927 090006
2021-10-02 10:20:52,436 090006
2021-10-02 10:20:52,943 090006
2021-10-02 10:20:53,456 090006
2021-10-02 10:20:53,965 090006
2021-10-02 10:20:54,477 090007
2021-10-02 10:20:54,986 090007
2021-10-02 10:20:55,503 090007
2021-10-02 10:20:56,009 090007
2021-10-02 10:20:56,519 090007
2021-10-02 10:20:57,033 090007
2021-10-02 10:20:57,545 090007
2021-10-02 10:20:58,055 090007
2021-10-02 10:20:58,558 090007
2021-10-02 10:20:59,069 090007
2021-10-02 10:20:59,573 090007
2021-10-02 10:21:00,084 090007
2021-10-02 10:21:00,593 090007
2021-10-02 10:21:01,105 090007
2021-10-02 10:21:01,622 090007
2021-10-02 10:21:02,132 090007
2021-10-02 10:21:02,643 090007
2021-10-02 10:21:03,148 090007
2021-10-02 10:21:03,654 090007
2021-10-02 10:21:04,162 090007
2021-10-02 10:21:04,674 090007
2021-10-02 10:21:05,181 090007
2021-10-02 10:21:05,685 090007
2021-10-02 10:21:06,191 090007
2021-10-02 10:21:06,702 090007
2021-10-02 10:21:07,207 090008
2021-10-02 10:21:07,709 090008
2021-10-02 10:21:08,219 090008
2021-10-02 10:21:08,734 090008
2021-10-02 10:21:09,254 090008
2021-10-02 10:21:09,767 090008
2021-10-02 10:21:10,273 090008
2021-10-02 10:21:10,788 090008
2021-10-02 10:21:11,300 090008
2021-10-02 10:21:11,815 090008
2021-10-02 10:21:12,329 090008
2021-10-02 10:21:12,844 090008
2021-10-02 10:21:13,357 090008
2021-10-02 10:21:13,870 090008
2021-10-02 10:21:14,385 090008
2021-10-02 10:21:14,895 090008
2021-10-02 10:21:15,407 090008
2021-10-02 10:21:15,920 090008
2021-10-02 10:21:16,431 090008
2021-10-02 10:21:16,940 090008
2021-10-02 10:21:17,446 090008
2021-10-02 10:21:17,953 090008
2021-10-02 10:21:18,470 090008
2021-10-02 10:21:18,985 090009
2021-10-02 10:21:19,503 090009
2021-10-02 10:21:20,012 090009
2021-10-02 10:21:20,523 090009
2021-10-02 10:21:21,030 090009
2021-10-02 10:21:21,545 090009
2021-10-02 10:21:22,058 090009
2021-10-02 10:21:22,570 090009
2021-10-02 10:21:23,078 090009
2021-10-02 10:21:23,589 090009
2021-10-02 10:21:24,106 090009
2021-10-02 10:21:24,615 090009
2021-10-02 10:21:25,124 090009
2021-10-02 10:21:25,634 090010
2021-10-02 10:21:26,138 090010
2021-10-02 10:21:26,640 090010
2021-10-02 10:21:27,157 090010
2021-10-02 10:21:27,664 090010
2021-10-02 10:21:28,169 090010
2021-10-02 10:21:28,674 090010
2021-10-02 10:21:29,185 090010
2021-10-02 10:21:29,690 090010
2021-10-02 10:21:30,196 090010
2021-10-02 10:21:30,706 090010
2021-10-02 10:21:31,216 090010
2021-10-02 10:21:31,723 090011
2021-10-02 10:21:32,237 090011
2021-10-02 10:21:32,749 090011
2021-10-02 10:21:33,259 090011
2021-10-02 10:21:33,773 090011
2021-10-02 10:21:34,280 090011
2021-10-02 10:21:34,796 090011
2021-10-02 10:21:35,366 090011
2021-10-02 10:21:36,118 090011
2021-10-02 10:21:36,629 090011
2021-10-02 10:21:37,145 090011
2021-10-02 10:21:37,659 090011
2021-10-02 10:21:38,170 090011
2021-10-02 10:21:38,687 090011
2021-10-02 10:21:39,203 090011
2021-10-02 10:21:39,707 090011
2021-10-02 10:21:40,215 090011
2021-10-02 10:21:40,728 090011
2021-10-02 10:21:41,243 090011
2021-10-02 10:21:41,753 090011
2021-10-02 10:21:42,263 090011
2021-10-02 10:21:42,772 090012
2021-10-02 10:21:43,285 090012
2021-10-02 10:21:43,793 090012
2021-10-02 10:21:44,299 090012
2021-10-02 10:21:44,803 090012
2021-10-02 10:21:45,311 090012
2021-10-02 10:21:45,816 090012
2021-10-02 10:21:46,321 090012
2021-10-02 10:21:46,828 090012
2021-10-02 10:21:47,342 090012
2021-10-02 10:21:47,866 090012
2021-10-02 10:21:48,492 090012
2021-10-02 10:21:49,103 090012
2021-10-02 10:21:49,612 090012
2021-10-02 10:21:50,130 090012
2021-10-02 10:21:50,649 090012
2021-10-02 10:21:51,160 090012
2021-10-02 10:21:51,667 090012
2021-10-02 10:21:52,177 090013
2021-10-02 10:21:52,683 090013
2021-10-02 10:21:53,192 090013
2021-10-02 10:21:53,718 090013
2021-10-02 10:21:54,229 090013
2021-10-02 10:21:54,740 090013
2021-10-02 10:21:58,056 Kiwoom initializing...
2021-10-02 10:22:04,685 Kiwoom log in success
2021-10-02 10:22:04,685 Account information
2021-10-02 10:22:05,197 Deposit information (Futures)
2021-10-02 10:22:05,267 Portfolio information (Futures) (No item found)
2021-10-02 10:22:18,266 F 202112 trading information begins to be monitored
2021-10-02 10:22:18,266 Go Charting F 202112
2021-10-02 10:22:20,523 test1 button clicked
2021-10-02 10:22:20,524 090000
2021-10-02 10:22:21,034 090000
2021-10-02 10:22:21,543 090000
2021-10-02 10:22:22,048 090000
2021-10-02 10:22:22,560 090000
2021-10-02 10:22:23,074 090000
2021-10-02 10:22:23,587 090000
2021-10-02 10:22:24,091 090000
2021-10-02 10:22:24,595 090000
2021-10-02 10:22:25,105 090000
2021-10-02 10:22:25,609 090000
2021-10-02 10:22:26,123 090000
2021-10-02 10:22:26,633 090000
2021-10-02 10:22:27,141 090000
2021-10-02 10:22:27,645 090000
2021-10-02 10:22:28,152 090000
2021-10-02 10:22:28,659 090000
2021-10-02 10:22:29,166 090001
2021-10-02 10:22:29,673 090001
2021-10-02 10:22:30,175 090001
2021-10-02 10:22:30,692 090001
2021-10-02 10:22:31,208 090001
2021-10-02 10:22:31,715 090001
2021-10-02 10:22:32,231 090001
2021-10-02 10:22:32,736 090001
2021-10-02 10:22:33,243 090001
2021-10-02 10:22:33,749 090001
2021-10-02 10:22:34,253 090001
2021-10-02 10:22:34,762 090001
2021-10-02 10:22:35,276 090001
2021-10-02 10:22:35,782 090001
2021-10-02 10:22:36,291 090001
2021-10-02 10:22:36,809 090001
2021-10-02 10:22:37,316 090001
2021-10-02 10:22:37,824 090001
2021-10-02 10:22:38,331 090001
2021-10-02 10:22:38,833 090001
2021-10-02 10:22:39,348 090001
2021-10-02 10:22:39,863 090001
2021-10-02 10:22:40,378 090001
2021-10-02 10:22:40,881 090001
2021-10-02 10:22:41,385 090001
2021-10-02 10:22:41,889 090001
2021-10-02 10:22:42,394 090001
2021-10-02 10:22:42,897 090001
2021-10-02 10:22:43,401 090001
2021-10-02 10:22:43,906 090001
2021-10-02 10:22:44,413 090001
2021-10-02 10:22:44,930 090001
2021-10-02 10:22:45,434 090001
2021-10-02 10:22:45,952 090001
2021-10-02 10:22:46,454 090001
2021-10-02 10:22:46,958 090001
2021-10-02 10:22:47,463 090001
2021-10-02 10:22:47,965 090001
2021-10-02 10:22:48,475 090001
2021-10-02 10:22:48,979 090001
2021-10-02 10:22:49,497 090002
2021-10-02 10:22:50,009 090002
2021-10-02 10:22:50,517 090002
2021-10-02 10:22:51,024 090002
2021-10-02 10:22:51,541 090002
2021-10-02 10:22:52,044 090002
2021-10-02 10:22:52,576 090002
2021-10-02 10:22:53,101 090002
2021-10-02 10:22:53,619 090002
2021-10-02 10:22:54,136 090002
2021-10-02 10:22:54,651 090002
2021-10-02 10:22:55,161 090002
2021-10-02 10:22:55,675 090002
2021-10-02 10:22:56,185 090002
2021-10-02 10:22:56,701 090002
2021-10-02 10:22:57,212 090002
2021-10-02 10:22:57,720 090002
2021-10-02 10:22:58,236 090002
2021-10-02 10:22:58,742 090002
2021-10-02 10:22:59,245 090002
2021-10-02 10:22:59,752 090002
2021-10-02 10:23:00,256 090002
2021-10-02 10:23:00,771 090002
2021-10-02 10:23:01,287 090002
2021-10-02 10:23:01,802 090002
2021-10-02 10:23:02,320 090002
2021-10-02 10:23:02,823 090002
2021-10-02 10:23:03,332 090003
2021-10-02 10:23:03,848 090003
2021-10-02 10:23:04,357 090003
2021-10-02 10:23:04,866 090003
2021-10-02 10:23:05,373 090003
2021-10-02 10:23:05,881 090003
2021-10-02 10:23:06,387 090003
2021-10-02 10:23:06,900 090003
2021-10-02 10:23:07,402 090003
2021-10-02 10:23:07,906 090003
2021-10-02 10:23:08,410 090003
2021-10-02 10:23:08,923 090003
2021-10-02 10:23:09,430 090003
2021-10-02 10:23:09,934 090003
2021-10-02 10:23:10,444 090003
2021-10-02 10:23:10,949 090003
2021-10-02 10:23:11,465 090003
2021-10-02 10:23:11,983 090003
2021-10-02 10:23:12,488 090003
2021-10-02 10:23:12,999 090003
2021-10-02 10:23:13,515 090003
2021-10-02 10:23:14,029 090003
2021-10-02 10:23:14,532 090003
2021-10-02 10:23:15,049 090003
2021-10-02 10:23:15,564 090003
2021-10-02 10:23:16,070 090003
2021-10-02 10:23:16,579 090003
2021-10-02 10:23:17,087 090003
2021-10-02 10:23:17,597 090004
2021-10-02 10:23:18,100 090004
2021-10-02 10:23:18,616 090004
2021-10-02 10:23:19,124 090004
2021-10-02 10:23:19,627 090004
2021-10-02 10:23:20,130 090004
2021-10-02 10:23:20,635 090004
2021-10-02 10:23:21,140 090004
2021-10-02 10:23:21,645 090004
2021-10-02 10:23:22,153 090004
2021-10-02 10:23:22,657 090004
2021-10-02 10:23:23,165 090004
2021-10-02 10:23:23,668 090004
2021-10-02 10:23:24,181 090004
2021-10-02 10:23:24,696 090004
2021-10-02 10:23:25,201 090004
2021-10-02 10:23:25,706 090004
2021-10-02 10:23:26,219 090004
2021-10-02 10:23:26,726 090005
2021-10-02 10:23:27,239 090005
2021-10-02 10:23:27,745 090005
2021-10-02 10:23:28,259 090005
2021-10-02 10:23:28,775 090005
2021-10-02 10:23:29,291 090005
2021-10-02 10:23:29,794 090005
2021-10-02 10:23:30,308 090005
2021-10-02 10:23:30,811 090005
2021-10-02 10:23:31,314 090005
2021-10-02 10:23:31,818 090005
2021-10-02 10:23:32,326 090005
2021-10-02 10:23:32,843 090005
2021-10-02 10:23:33,345 090005
2021-10-02 10:23:33,848 090005
2021-10-02 10:23:34,351 090005
2021-10-02 10:23:34,864 090005
2021-10-02 10:23:35,380 090005
2021-10-02 10:23:35,884 090005
2021-10-02 10:23:36,388 090005
2021-10-02 10:23:36,905 090006
2021-10-02 10:23:37,418 090006
2021-10-02 10:23:37,931 090006
2021-10-02 10:23:38,433 090006
2021-10-02 10:23:38,946 090006
2021-10-02 10:23:39,456 090006
2021-10-02 10:23:39,959 090006
2021-10-02 10:23:40,474 090006
2021-10-02 10:23:40,978 090006
2021-10-02 10:23:41,483 090006
2021-10-02 10:23:41,988 090006
2021-10-02 10:23:42,494 090006
2021-10-02 10:23:42,998 090006
2021-10-02 10:23:43,517 090006
2021-10-02 10:23:44,041 090006
2021-10-02 10:23:44,561 090007
2021-10-02 10:23:45,077 090007
2021-10-02 10:23:45,582 090007
2021-10-02 10:23:46,085 090007
2021-10-02 10:23:46,589 090007
2021-10-02 10:23:47,105 090007
2021-10-02 10:23:47,630 090007
2021-10-02 10:23:48,196 090007
2021-10-02 10:23:48,705 090007
2021-10-02 10:23:49,223 090007
2021-10-02 10:23:49,730 090007
2021-10-02 10:23:50,237 090007
2021-10-02 10:23:50,754 090007
2021-10-02 10:23:51,259 090007
2021-10-02 10:23:51,767 090007
2021-10-02 10:23:52,273 090007
2021-10-02 10:23:52,789 090007
2021-10-02 10:23:53,306 090007
2021-10-02 10:23:53,811 090007
2021-10-02 10:23:54,325 090007
2021-10-02 10:23:54,834 090007
2021-10-02 10:23:55,341 090007
2021-10-02 10:23:55,851 090007
2021-10-02 10:23:56,359 090007
2021-10-02 10:23:56,864 090007
2021-10-02 10:23:57,371 090008
2021-10-02 10:23:57,876 090008
2021-10-02 10:23:58,383 090008
2021-10-02 10:23:58,889 090008
2021-10-02 10:23:59,401 090008
2021-10-02 10:23:59,908 090008
2021-10-02 10:24:00,418 090008
2021-10-02 10:24:00,936 090008
2021-10-02 10:24:01,446 090008
2021-10-02 10:24:01,949 090008
2021-10-02 10:24:02,463 090008
2021-10-02 10:24:02,965 090008
2021-10-02 10:24:03,475 090008
2021-10-02 10:24:04,029 090008
2021-10-02 10:24:04,552 090008
2021-10-02 10:24:05,056 090008
2021-10-02 10:24:05,558 090008
2021-10-02 10:24:06,069 090008
2021-10-02 10:24:06,576 090008
2021-10-02 10:24:07,088 090008
2021-10-02 10:24:07,594 090008
2021-10-02 10:24:08,099 090008
2021-10-02 10:24:08,689 090008
2021-10-02 10:24:09,213 090009
2021-10-02 10:24:09,723 090009
2021-10-02 10:24:10,226 090009
2021-10-02 10:24:10,734 090009
2021-10-02 10:24:11,239 090009
2021-10-02 10:24:11,756 090009
2021-10-02 10:24:12,271 090009
2021-10-02 10:24:12,781 090009
2021-10-02 10:24:13,284 090009
2021-10-02 10:24:13,793 090009
2021-10-02 10:24:14,311 090009
2021-10-02 10:24:14,829 090009
2021-10-02 10:24:15,334 090009
2021-10-02 10:24:15,842 090010
2021-10-02 10:24:16,357 090010
2021-10-02 10:24:16,867 090010
2021-10-02 10:24:17,372 090010
2021-10-02 10:24:17,876 090010
2021-10-02 10:24:18,383 090010
2021-10-02 10:24:18,895 090010
2021-10-02 10:24:19,398 090010
2021-10-02 10:24:19,922 090010
2021-10-02 10:24:20,460 090010
2021-10-02 10:24:20,973 090010
2021-10-02 10:24:21,485 090010
2021-10-02 10:24:21,996 090011
2021-10-02 10:24:22,501 090011
2021-10-02 10:24:23,007 090011
2021-10-02 10:24:23,514 090011
2021-10-02 10:24:24,020 090011
2021-10-02 10:24:24,525 090011
2021-10-02 10:24:25,031 090011
2021-10-02 10:24:25,547 090011
2021-10-02 10:24:26,051 090011
2021-10-02 10:24:26,558 090011
2021-10-02 10:24:27,060 090011
2021-10-02 10:24:27,575 090011
2021-10-02 10:24:28,088 090011
2021-10-02 10:24:28,590 090011
2021-10-02 10:24:29,107 090011
2021-10-02 10:24:29,613 090011
2021-10-02 10:24:30,116 090011
2021-10-02 10:24:30,629 090011
2021-10-02 10:24:31,132 090011
2021-10-02 10:24:31,649 090011
2021-10-02 10:24:32,157 090011
2021-10-02 10:24:32,674 090012
2021-10-02 10:24:33,181 090012
2021-10-02 10:24:33,689 090012
2021-10-02 10:24:34,193 090012
2021-10-02 10:24:34,701 090012
2021-10-02 10:24:35,203 090012
2021-10-02 10:24:35,705 090012
2021-10-02 10:24:36,220 090012
2021-10-02 10:24:36,727 090012
2021-10-02 10:24:37,243 090012
2021-10-02 10:24:37,759 090012
2021-10-02 10:24:38,274 090012
2021-10-02 10:24:38,790 090012
2021-10-02 10:24:39,295 090012
2021-10-02 10:24:39,809 090012
2021-10-02 10:24:40,318 090012
2021-10-02 10:24:40,822 090012
2021-10-02 10:24:41,337 090012
2021-10-02 10:24:41,855 090013
2021-10-02 10:24:42,360 090013
2021-10-02 10:24:42,865 090013
2021-10-02 10:24:43,371 090013
2021-10-02 10:24:43,873 090013
2021-10-02 10:24:44,375 090013
2021-10-02 10:24:44,885 090013
2021-10-02 10:24:45,399 090013
2021-10-02 10:24:45,906 090013
2021-10-02 10:24:46,412 090013
2021-10-02 10:24:46,922 090013
2021-10-02 10:24:47,431 090013
2021-10-02 10:24:47,938 090013
2021-10-02 10:24:48,448 090013
2021-10-02 10:24:48,955 090013
2021-10-02 10:24:49,471 090013
2021-10-02 10:24:49,977 090013
2021-10-02 10:24:50,488 090013
2021-10-02 10:24:50,991 090013
2021-10-02 10:24:51,503 090013
2021-10-02 10:24:52,008 090013
2021-10-02 10:24:52,513 090014
2021-10-02 10:24:53,024 090014
2021-10-02 10:24:53,531 090014
2021-10-02 10:24:54,040 090014
2021-10-02 10:24:54,546 090014
2021-10-02 10:24:55,052 090014
2021-10-02 10:24:55,568 090014
2021-10-02 10:24:56,084 090014
2021-10-02 10:24:56,588 090014
2021-10-02 10:24:57,099 090014
2021-10-02 10:24:57,615 090014
2021-10-02 10:24:58,118 090014
2021-10-02 10:24:58,633 090014
2021-10-02 10:24:59,135 090014
2021-10-02 10:24:59,645 090014
2021-10-02 10:25:00,151 090014
2021-10-02 10:25:00,660 090014
2021-10-02 10:25:01,162 090014
2021-10-02 10:25:01,674 090014
2021-10-02 10:25:02,181 090014
2021-10-02 10:25:02,684 090014
2021-10-02 10:25:03,200 090014
2021-10-02 10:25:03,718 090015
2021-10-02 10:25:04,222 090015
2021-10-02 10:25:04,740 090015
2021-10-02 10:25:05,256 090015
2021-10-02 10:25:05,761 090015
2021-10-02 10:25:06,275 090015
2021-10-02 10:25:06,790 090015
2021-10-02 10:25:07,307 090015
2021-10-02 10:25:07,821 090015
2021-10-02 10:25:08,336 090015
2021-10-02 10:25:08,853 090015
2021-10-02 10:25:09,355 090015
2021-10-02 10:25:09,858 090015
2021-10-02 10:25:10,370 090015
2021-10-02 10:25:10,886 090016
2021-10-02 10:25:11,403 090016
2021-10-02 10:25:11,909 090016
2021-10-02 10:25:12,427 090016
2021-10-02 10:25:12,942 090016
2021-10-02 10:25:13,462 090016
2021-10-02 10:25:13,972 090016
2021-10-02 10:25:14,478 090016
2021-10-02 10:25:14,987 090016
2021-10-02 10:25:15,509 090016
2021-10-02 10:25:16,020 090016
2021-10-02 10:25:16,528 090016
2021-10-02 10:25:17,031 090016
2021-10-02 10:25:17,541 090016
2021-10-02 10:25:18,048 090016
2021-10-02 10:25:18,559 090016
2021-10-02 10:25:19,066 090016
2021-10-02 10:25:19,575 090016
2021-10-02 10:25:20,083 090016
2021-10-02 10:25:20,682 090016
2021-10-02 10:25:21,332 090017
2021-10-02 10:25:21,880 090017
2021-10-02 10:25:22,391 090017
2021-10-02 10:25:22,901 090017
2021-10-02 10:25:23,410 090017
2021-10-02 10:25:23,916 090017
2021-10-02 10:25:24,434 090017
2021-10-02 10:25:24,948 090017
2021-10-02 10:25:25,454 090017
2021-10-02 10:25:25,963 090018
2021-10-02 10:25:26,478 090018
2021-10-02 10:25:26,980 090018
2021-10-02 10:25:27,486 090018
2021-10-02 10:25:27,998 090018
2021-10-02 10:25:28,514 090018
2021-10-02 10:25:29,031 090018
2021-10-02 10:25:29,544 090018
2021-10-02 10:25:30,047 090018
2021-10-02 10:25:30,553 090018
2021-10-02 10:25:31,068 090018
2021-10-02 10:25:31,584 090018
2021-10-02 10:25:32,096 090018
2021-10-02 10:25:32,610 090018
2021-10-02 10:25:33,112 090018
2021-10-02 10:25:33,618 090018
2021-10-02 10:25:34,126 090018
2021-10-02 10:25:34,637 090018
2021-10-02 10:25:35,146 090018
2021-10-02 10:25:35,649 090018
2021-10-02 10:25:36,157 090019
2021-10-02 10:25:36,665 090019
2021-10-02 10:25:37,181 090019
2021-10-02 10:25:37,694 090019
2021-10-02 10:25:38,197 090019
2021-10-02 10:25:38,705 090019
2021-10-02 10:25:39,216 090020
2021-10-02 10:25:39,721 090020
2021-10-02 10:25:40,236 090020
2021-10-02 10:25:40,753 090020
2021-10-02 10:25:41,258 090020
2021-10-02 10:25:41,769 090020
2021-10-02 10:25:42,282 090020
2021-10-02 10:25:42,789 090020
2021-10-02 10:25:43,294 090020
2021-10-02 10:25:43,808 090020
2021-10-02 10:25:44,311 090020
2021-10-02 10:25:44,815 090020
2021-10-02 10:25:45,319 090020
